번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명
269,제과점영업,07_22_01_P,3230000,3230000-104-2023-00112,2023-03-29,,01,영업/정상,01,영업,,,,,,32.40,138-200,서울특별시 송파구 문정동 116-4 도은빌딩 ,"서울특별시 송파구 송이로 239, 도은빌딩 1층 3호 (문정동)",05798,메가엠지씨커피 송파문정공원점,2023-03-29 16:44:24,I,2023-03-31 00:20:29.0,커피숍,211591.053808857    ,442873.351740073    ,커피숍
270,제과점영업,07_22_01_P,3230000,3230000-104-2023-00032,2023-02-09,,01,영업/정상,01,영업,,,,,02  32848112,49.00,138-888,서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 1층 C107호 (문정동)",05854,세븐일레븐 문정메트로시티점,2024-02-08 17:07:43,U,2024-02-11 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
271,제과점영업,07_22_01_P,3230000,3230000-104-2021-00222,2021-07-15,,01,영업/정상,01,영업,,,,,02  30151100,171.59,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 1층 1067,1068,1069,1053,1054호 (문정동)",05838,스타벅스 송파NC점,2023-02-14 14:52:35,U,2023-02-16 02:40:00.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
272,제과점영업,07_22_01_P,3230000,3230000-104-2021-00231,2021-07-26,,01,영업/정상,01,영업,,,,,,13.22,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 현대시티몰 가든파이브점 아울렛관 B1층 (문정동)",05838,호두앤,2021-07-26 14:25:34,I,2021-07-28 00:22:52.0,백화점,210986.460698452    ,441725.293491662    ,백화점
273,제과점영업,07_22_01_P,3230000,3230000-104-2021-00212,2021-07-06,,01,영업/정상,01,영업,,,,,,6.60,138-824,서울특별시 송파구 문정동 7-2 ,"서울특별시 송파구 동남로8길 13, 1층 103호 (문정동)",05796,설렘,2021-07-06 09:40:31,I,2021-07-08 00:22:53.0,커피숍,211081.303617144    ,443076.677267583    ,커피숍
274,제과점영업,07_22_01_P,3230000,3230000-104-2023-00046,2023-02-20,,01,영업/정상,01,영업,,,,,,82.00,138-200,서울특별시 송파구 문정동 85 어은회관,"서울특별시 송파구 새말로 125, 어은회관 103호 (문정동)",05809,우지커피 문정중앙점,2025-05-12 11:49:09,U,2024-12-04 23:04:00.0,기타 휴게음식점,211255.759612505,442338.115571068,기타 휴게음식점
275,제과점영업,07_22_01_P,3230000,3230000-104-2020-00269,2020-08-24,,01,영업/정상,01,영업,,,,,,16.50,138-888,서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 1층 비123호 (문정동)",05854,비비떡볶이 문정점,2022-03-31 10:47:15,U,2022-04-02 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
276,제과점영업,07_22_01_P,3230000,3230000-104-2024-00070,2024-03-07,,01,영업/정상,01,영업,,,,,,43.12,138-888,서울특별시 송파구 문정동 645 에이치비지니스파크 ,"서울특별시 송파구 법원로11길 25, 에이치비지니스파크 A동 1층 106호 (문정동)",05836,우지커피 문정H비즈니스파크점,2024-03-22 10:45:13,U,2024-03-24 02:40:00.0,커피숍,,,커피숍
277,제과점영업,07_22_01_P,3230000,3230000-104-2024-00069,2024-03-05,,01,영업/정상,01,영업,,,,,,3.30,138-888,서울특별시 송파구 문정동 639-3 피엔에스 76 ,"서울특별시 송파구 정의로7길 6, 피엔에스 76 1층 102호 (문정동)",05835,세븐일레븐 문정홈즈타워점,2024-03-05 15:50:09,I,2024-03-07 00:16:07.0,편의점,,,편의점
278,제과점영업,07_22_01_P,3230000,3230000-104-2018-00333,2018-09-11,,01,영업/정상,01,영업,,,,,,3.00,138-824,서울특별시 송파구 문정동 9번지 ,"서울특별시 송파구 송이로28길 3, 1층 (문정동)",05796,동원슈퍼,2018-09-11 16:06:11,U,2018-09-11 23:59:59.0,기타 휴게음식점,211175.103917096    ,443141.939868732    ,기타 휴게음식점
279,제과점영업,07_22_01_P,3230000,3230000-104-2025-00244,2025-07-08,,01,영업/정상,01,영업,,,,,,45.59,138-826,서울특별시 송파구 문정동 70-8 동명빌딩,"서울특별시 송파구 문정로4길 36, 동명빌딩 105호 (문정동)",05808,쪼매난다방,2025-07-08 13:46:47,I,2024-12-06 23:00:00.0,커피숍,211086.67,442341.08,커피숍
280,제과점영업,07_22_01_P,3230000,3230000-104-2020-00247,2020-08-04,,01,영업/정상,01,영업,,,,,,10.00,138-888,서울특별시 송파구 문정동 652 송파법조타운푸르지오 ,"서울특별시 송파구 법원로4길 5, 송파법조타운푸르지오 2층 208호 (문정동)",05855,지금은 달달,2020-08-04 10:51:33,I,2020-08-06 00:23:14.0,커피숍,,,커피숍
281,제과점영업,07_22_01_P,3230000,3230000-104-2022-00409,2022-03-17,,01,영업/정상,01,영업,,,,,,39.00,138-200,서울특별시 송파구 문정동 93-12 ,"서울특별시 송파구 새말로15길 7, 1층 1호 (문정동)",05802,꼼스베이크,2024-03-18 12:08:17,I,2024-03-20 00:15:26.0,기타 휴게음식점,211419.693546349    ,442538.58710393     ,기타 휴게음식점
282,제과점영업,07_22_01_P,3230000,3230000-104-2024-00071,2024-03-07,,01,영업/정상,01,영업,,,,,,33.10,138-888,서울특별시 송파구 문정동 651-3 문정법조프라자,"서울특별시 송파구 법원로 96, 문정법조프라자 1층 103호 (문정동)",05855,에리어(AREA),2025-06-26 13:50:15,U,2024-12-05 22:08:00.0,커피숍,,,커피숍
283,제과점영업,07_22_01_P,3230000,3230000-104-2022-00361,2022-11-18,,01,영업/정상,01,영업,,,,,,9.90,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,서울특별시 송파구 충민로 66 (주)현대백화점 현대시티몰 가든파이브점 몰관(리빙관) 4층 L-4068호 (문정동),05838,타이거릴리,2022-11-18 15:03:05,I,2022-11-20 00:22:23.0,키즈카페,210986.460698452    ,441725.293491662    ,키즈카페
284,제과점영업,07_22_01_P,3230000,3230000-104-2022-00389,2022-12-13,,01,영업/정상,01,영업,,,,,,122.31,138-960,서울특별시 송파구 문정동 634 가든파이브라이프 ,"서울특별시 송파구 충민로 66, 가든파이브라이프 패션관동 지하1층 1029호 (문정동)",05838,투썸플레이스송파장지역점,2022-12-13 11:42:13,I,2022-12-15 00:40:07.0,커피숍,210986.460698452    ,441725.293491662    ,커피숍
285,제과점영업,07_22_01_P,3230000,3230000-104-2021-00233,2021-07-27,,01,영업/정상,01,영업,,,,,,33.00,138-888,서울특별시 송파구 문정동 642-3 문정역SKV1 ,"서울특별시 송파구 법원로 128, 문정역SKV1 B동 1층 109호 (문정동)",05854,틈새라면 송파법조단지점,2025-02-20 12:10:54,U,2025-02-22 02:40:00.0,기타 휴게음식점,,,기타 휴게음식점
286,제과점영업,07_22_01_P,3230000,3230000-104-2021-00246,2021-08-05,,01,영업/정상,01,영업,,,,,,25.00,138-200,서울특별시 송파구 문정동 103-23 ,"서울특별시 송파구 새말로15길 8, 1층 103호 (문정동)",05801,에프투원컴퍼니,2021-08-05 16:47:23,I,2021-08-07 00:22:51.0,커피숍,211434.240812007    ,442551.725163899    ,커피숍
287,제과점영업,07_22_01_P,3230000,3230000-104-2021-00267,2021-08-24,,01,영업/정상,01,영업,,,,,,47.85,138-888,서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 ,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 B동 1층 113호 (문정동)",05854,퍼스트 커피랩 문정점,2024-08-20 17:31:35,U,2024-08-22 02:40:00.0,커피숍,,,커피숍
288,제과점영업,07_22_01_P,3230000,3230000-104-2021-00273,2021-08-26,,01,영업/정상,01,영업,,,,,,39.90,138-200,서울특별시 송파구 문정동 105-9 ,"서울특별시 송파구 새말로17길 15, 1층 101호 (문정동)",05801,어썸데이,2021-08-26 12:40:05,I,2021-08-28 00:22:50.0,커피숍,211467.77345389     ,442698.010781477    ,커피숍
289,제과점영업,07_22_01_P,3230000,3230000-104-2021-00211,2021-07-05,,01,영업/정상,01,영업,,,,,,66.35,138-200,서울특별시 송파구 문정동 102-4 동현빌딩 ,"서울특별시 송파구 새말로 161, 동현빌딩 지상1층 (문정동)",05801,달복디저트,2021-07-05 10:52:35,I,2021-07-07 00:22:53.0,커피숍,211509.776637827    ,442556.345158427    ,커피숍
290,제과점영업,07_22_01_P,3230000,3230000-104-2021-00215,2021-07-09,,01,영업/정상,01,영업,,,,,,35.60,138-888,서울특별시 송파구 문정동 651 문정역테라타워 ,"서울특별시 송파구 송파대로 167, 문정역테라타워 A동 지하1층 G-143호 (문정동)",05855,버터플라이,2021-07-09 10:22:21,I,2021-07-13 00:22:53.0,커피숍,,,커피숍
291,제과점영업,07_22_01_P,3230000,3230000-104-2021-00182,2021-06-04,,01,영업/정상,01,영업,,,,,,35.81,138-888,서울특별시 송파구 문정동 652-5 문정아이파크 ,"서울특별시 송파구 법원로4길 6, 문정아이파크 1동 지하1층 115호 (문정동)",05855,카페몽향,2021-06-04 16:49:49,I,2021-06-06 00:23:02.0,커피숍,,,커피숍
292,제과점영업,07_22_01_P,3230000,3230000-104-2021-00137,2021-05-04,,01,영업/정상,01,영업,,,,,02  32848116,3.30,138-826,서울특별시 송파구 문정동 64-6 ,"서울특별시 송파구 문정로4길 24, 1층 (문정동)",05807,세븐일레븐 문정강진점,2024-02-08 16:08:26,U,2024-02-11 02:40:00.0,편의점,211077.334794202    ,442449.471818862    ,편의점
